ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0006631	fatty acid metabolic process	14	-0.527307245316608	-1.90951836383941	0.0100569772849831	0.0468854118816109	0.0324470151655493	52	tags=79%, list=34%, signal=57%	38/30/54363/2180/131/3712/127/10449/35/1559/1558
BP	GO:0019637	organophosphate metabolic process	14	-0.525368201452796	-1.90249657550041	0.010350606517729	0.0468854118816109	0.0324470151655493	27	tags=57%, list=18%, signal=52%	7360/5836/1807/2203/2819/229/1373/6470
BP	GO:0051247	positive regulation of protein metabolic process	19	0.469755077811453	1.89371941399635	0.0100943739110337	0.0468854118816109	0.0324470151655493	52	tags=68%, list=34%, signal=51%	3303/7520/5725/3192/26986/302/3326/2547/5700/6741/5702/5478/7430
BP	GO:0006066	alcohol metabolic process	16	-0.486627128198998	-1.83780786441745	0.010727573856931	0.0468854118816109	0.0324470151655493	46	tags=69%, list=30%, signal=53%	54363/217/131/1727/127/10449/54884/2819/51635/1559/1558
MF	GO:0003677	DNA binding	15	0.485829002395839	1.82990906973751	0.0107736691132212	0.0468854118816109	0.0324470151655493	37	tags=53%, list=25%, signal=45%	3178/7520/4001/5725/3192/3183/2547/8815
BP	GO:0030154	cell differentiation	44	0.330697258665062	1.71506482998504	0.0105544084002765	0.0468854118816109	0.0324470151655493	30	tags=34%, list=20%, signal=39%	1192/5518/10591/3303/7520/5725/3192/1645/2335/302/3326/3183/8407/2547/27044
BP	GO:0048869	cellular developmental process	44	0.330697258665062	1.71506482998504	0.0105544084002765	0.0468854118816109	0.0324470151655493	30	tags=34%, list=20%, signal=39%	1192/5518/10591/3303/7520/5725/3192/1645/2335/302/3326/3183/8407/2547/27044
CC	GO:0031981	nuclear lumen	47	0.328221147062907	1.71188558999752	0.0106223552354714	0.0468854118816109	0.0324470151655493	65	tags=62%, list=43%, signal=51%	3837/3178/10236/3303/7520/4001/5725/220988/3192/6207/302/3326/3183/5049/2547/5700/8815/6050/301/5714/5702/7430/7385/3608/5717/3094/3181/6122/1936
BP	GO:0044237	cellular metabolic process	107	-0.31027093000165	-1.68415929462757	0.0105078380691677	0.0468854118816109	0.0324470151655493	47	tags=37%, list=31%, signal=88%	30/54363/2180/64077/217/131/1727/2644/950/975/3712/9380/22977/127/999/10449/4129/2806/7360/3672/54884/3795/5836/7365/3242/435/1807/2203/2819/229/189/7366/51635/35/383/1373/1559/7364/6470/1558
BP	GO:0006725	cellular aromatic compound metabolic process	55	0.310846663755672	1.6898975053286	0.0109271910369309	0.0471172457555735	0.0326074556292771	38	tags=40%, list=25%, signal=47%	3178/10236/5518/10591/3303/7520/5725/220988/3192/26986/1645/6207/302/3326/6822/3183/2547/27044/8836/6741/8815/6050
BP	GO:0046700	heterocycle catabolic process	14	0.513072824792059	1.87971895101533	0.0112030257643387	0.0478674737203564	0.0331266503462265	38	tags=64%, list=25%, signal=53%	10236/10591/3303/3192/26986/3183/27044/6741/6050

